TIMESTAMP,AirTC_Avg,RH_Avg,Rain_mm_Tot,BP_kPa_Avg,WindDir,WS_ms_Avg,PARTotin_Avg
TS,degC,%,mm,kPa,degrees,m/s,micromol/m2/s
04/03/2020 3.00,23.19976,99.93539,0,98.49242,277,0.294,-0.3898127
04/03/2020 3.30,23.09774,99.86665,0,98.48211,15,0.118,-0.1670626
04/03/2020 4.00,23.0336,99.6176,0,98.48193,110,0.138,-0.3062825
04/03/2020 4.30,22.99463,99.77166,0,98.49306,267,0.237,-0.1113757
04/03/2020 5.00,22.90719,99.86379,0,98.49802,82,0.113,-0.4176626
04/03/2020 5.30,22.87885,99.10222,0,98.50514,167,0.139,-0.1670644
04/03/2020 6.00,23.14718,97.11047,0,98.52244,226,0.174,-0.3898172
04/03/2020 6.30,23.00284,98.11163,0,98.55261,23,0.19,-0.3341273
04/03/2020 7.00,22.85197,99.29336,0,98.57337,74,0.341,13.1145
04/03/2020 7.30,22.88468,99.74335,0,98.59681,250,0.275,76.68207
04/03/2020 8.00,23.15171,99.68011,0,98.6313,280,0.18,174.2157
04/03/2020 8.30,24.0167,97.14009,0,98.66306,188,0.254,305.8451
04/03/2020 9.00,25.11835,89.86674,0,98.69032,92,0.497,462.1098
04/03/2020 9.30,26.16909,83.18932,0,98.71513,41,0.859,714.2886
04/03/2020 10.00,26.66259,80.55605,0,98.74268,56,0.965,739.1682
04/03/2020 10.30,27.43576,77.13686,0,98.75184,87,1.392,1224.46
04/03/2020 11.00,27.62572,75.58297,0,98.74369,42,1.187,855.5866
04/03/2020 11.30,27.86842,77.01584,0,98.73611,24,0.659,830.1337
04/03/2020 12.00,27.99575,73.98083,0,98.71375,166,1.235,973.2086
04/03/2020 12.30,28.17651,73.17262,0,98.67958,96,1.048,1220.151
04/03/2020 13.00,28.15634,74.80706,0,98.6373,119,2.612,1113.77
04/03/2020 13.30,26.306,82.90218,0,98.63814,82,2.089,849.781
04/03/2020 14.00,27.58148,75.73355,0,98.59012,63,0.99,1783.085
04/03/2020 14.30,27.43385,77.73042,0,98.53911,42,0.987,1574.509
04/03/2020 15.00,27.75365,74.253,0,98.51154,189,1.249,1389.297
04/03/2020 15.30,28.43677,73.29786,0,98.47366,32,0.834,1226.744
04/03/2020 16.00,28.93148,73.93746,0,87.88076,181,0.802,1233.86
04/03/2020 16.30,27.66349,78.45205,0,94.21264,71,2.355,486.4404
04/03/2020 17.00,24.93943,93.45853,0.404,99.45611,85,2.134,236.0681
04/03/2020 17.30,24.6604,95.55875,0,98.52548,124,0.875,232.1431
04/03/2020 18.00,24.71817,97.60236,0,98.48363,168,0.421,165.7596
04/03/2020 18.30,24.72156,97.91241,0,98.49773,259,0.226,68.07131
04/03/2020 19.00,24.51437,98.53829,0,98.51058,108,0.202,8.380202
04/03/2020 19.30,24.3764,98.66064,0,98.53209,64,0.23,-0.2784184
04/03/2020 20.00,24.6004,92.49528,0,98.54536,258,0.519,-0.2784245
04/03/2020 20.30,24.17032,96.31873,0,98.5739,160,0.238,-0.08352807
04/03/2020 21.00,24.41417,92.26993,0,91.65637,241,0.508,-0.3062733
04/03/2020 21.30,23.91574,96.50766,0,98.57741,272,0.462,-0.3341201
04/03/2020 22.00,23.43789,97.48061,0,98.65868,303,0.122,-0.08353106
04/03/2020 22.30,23.25213,97.73281,0,98.66764,225,0.145,-0.08353292
04/03/2020 23.00,23.016,98.55325,0,69.67581,327,0.148,-0.1946091
04/03/2020 23.30,23.01281,98.08046,0,98.26386,54,0.277,-0.2506188
05/03/2020 0.00,22.82134,98.71956,0,98.66699,63,0.259,-0.1670756
05/03/2020 0.30,22.66971,99.104,0,98.64917,163,0.282,-0.1392292
05/03/2020 1.00,22.38632,99.91516,0,98.63313,280,0.263,-0.2227686
05/03/2020 1.30,22.21839,99.99998,0,98.61282,271,0.316,-0.1670779
05/03/2020 2.00,22.08838,100,0,98.59242,273,0.273,-0.05569277
05/03/2020 2.30,22.11517,100,0,98.58594,148,0.24,-0.1113848
05/03/2020 3.00,22.09136,100,0,66.30057,150,0.256,-0.2508444
05/03/2020 3.30,22.08185,99.99986,0,98.49243,111,0.284,-0.1949246
05/03/2020 4.00,22.03513,100,0,101.8625,32,0.21,-0.2263904
05/03/2020 4.30,22.0123,100,0,98.03382,155,0.223,-0.2506936
05/03/2020 5.00,21.96764,100,0,93.52613,83,0.167,-0.1960246
05/03/2020 5.30,21.91198,100,0,98.51517,97,0.462,-0.08354019
05/03/2020 6.00,21.82797,100,0,98.5486,277,0.342,-0.362002
05/03/2020 6.30,21.751,99.9999,0,98.5769,269,0.203,-0.08354051
05/03/2020 7.00,21.7693,100,0,98.60927,239,0.297,17.84972
05/03/2020 7.30,21.72032,99.99998,0,98.7658,136,0.36,108.0868
05/03/2020 8.00,22.20132,100,0,98.6675,65,0.363,269.5704
05/03/2020 8.30,23.39681,99.43726,0,98.6917,99,0.394,544.1295
05/03/2020 9.00,25.06122,88.23848,0,98.72059,31,1.358,827.6425
05/03/2020 9.30,25.97647,83.20084,0,98.75698,51,1.13,701.8895
05/03/2020 10.00,26.40506,79.85812,0,98.79076,162,1.157,783.9573
05/03/2020 10.30,27.23119,75.32178,0,98.79934,20,1.738,1412.793
05/03/2020 11.00,27.88486,70.16463,0,98.79428,56,1.805,1489.556
05/03/2020 11.30,28.34878,67.4457,0,98.78142,14,1.995,1483.048
05/03/2020 12.00,29.00466,63.1049,0,98.74618,18,1.734,1852.784
05/03/2020 12.30,29.07089,64.09354,0,98.72117,213,1.837,1714.714
05/03/2020 13.00,29.51725,62.98143,0,98.67883,47,1.352,1708.3
05/03/2020 13.30,29.4317,62.13173,0,98.63146,65,1.466,936.3469
05/03/2020 14.00,29.37473,63.39528,0,98.59231,110,1.539,1632.601
05/03/2020 14.30,29.74756,61.55838,0,2377.466,88,1.968,1009.213
05/03/2020 15.00,29.60836,62.64183,0,261.2533,66,1.49,1156.982
05/03/2020 15.30,29.77801,62.37933,0,98.79721,51,1.21,1428.159
05/03/2020 16.00,29.54713,62.40492,0,98.47128,61,1.133,603.7716
05/03/2020 16.30,29.5097,63.20929,0,98.4539,9,1.374,822.0974
05/03/2020 17.00,29.76815,63.18438,0,98.44409,62,1.314,903.6228
05/03/2020 17.30,29.27816,64.46761,0,98.44683,84,1.408,346.2225
05/03/2020 18.00,28.72036,65.21011,0,98.45686,59,1.164,225.4423
05/03/2020 18.30,28.04489,66.90532,0,98.46155,75,0.936,79.35572
05/03/2020 19.00,27.25207,69.90843,0,98.48006,53,0.409,13.5003
05/03/2020 19.30,26.57257,71.88587,0,98.50615,227,0.42,-0.3340593
05/03/2020 20.00,26.16825,72.45473,0,98.52512,7,0.607,-0.1391977
05/03/2020 20.30,25.74253,74.52849,0,98.55082,122,0.63,-0.1670483
05/03/2020 21.00,24.94771,79.97716,0,98.58198,207,0.575,-0.08352535
05/03/2020 21.30,24.71292,80.97758,0,107.1052,275,0.522,-0.3083355
05/03/2020 22.00,24.39054,83.19766,0,99.01713,140,0.591,-0.3342203
05/03/2020 22.30,23.62937,88.49299,0,98.64473,118,0.342,-0.1113758
05/03/2020 23.00,22.9632,92.62395,0,98.65358,275,0.257,-0.2227591
05/03/2020 23.30,22.95918,93.22381,0,98.67009,142,0.396,-0.1670724
06/03/2020 0.00,22.79221,93.89041,0,98.67237,97,0.337,-0.08353842
06/03/2020 0.30,22.60179,94.33907,0,98.65653,10,0.28,-0.1670789
06/03/2020 1.00,22.65897,93.11496,0,98.61398,124,0.412,-0.1949273
06/03/2020 1.30,23.16308,89.88795,0,98.57995,94,0.485,-0.1113883
06/03/2020 2.00,23.05132,90.26369,0,98.55935,34,0.804,-0.1392344
06/03/2020 2.30,22.46401,93.31764,0,98.55682,117,0.814,-0.2506208
06/03/2020 3.00,22.25158,94.26895,0,98.54628,36,0.416,-0.1113869
06/03/2020 3.30,21.83676,96.63912,0,98.53327,270,0.277,-0.3620126
06/03/2020 4.00,21.51902,98.199,0,98.53215,44,0.244,-0.1670864
06/03/2020 4.30,21.36834,98.82816,0,90.23121,292,0.252,-0.2238381
06/03/2020 5.00,21.1767,99.78434,0,92.02891,273,0.523,-0.3339254
06/03/2020 5.30,21.09726,99.98131,0,98.53236,NAN,0.286,-0.3341822
06/03/2020 6.00,20.91874,99.97144,0,98.56087,208,0.331,-0.1113953
06/03/2020 6.30,20.62904,100,0,98.58864,NAN,0.438,-0.02784899
06/03/2020 7.00,20.59472,99.99978,0,98.60878,89,0.221,17.93464
06/03/2020 7.30,20.61593,99.99955,0,98.63752,NAN,0.324,84.60468
06/03/2020 8.00,21.28538,99.99979,0,98.66737,49,0.146,288.0052
06/03/2020 8.30,22.42591,98.23913,0,98.67781,185,0.499,533.4488
06/03/2020 9.00,24.61047,88.6432,0,98.70151,98,0.723,781.2279
06/03/2020 9.30,25.85632,81.67149,0,98.73337,41,1.007,842.6024
06/03/2020 10.00,26.24671,79.27982,0,98.76385,114,1.265,1070.336
06/03/2020 10.30,26.50547,77.67327,0,98.76557,18,0.956,704.1648
06/03/2020 11.00,26.49728,78.55436,0,98.76601,87,1.07,945.0194
06/03/2020 11.30,27.69953,72.75838,0,98.74698,6,0.995,1585.962
06/03/2020 12.00,27.75849,71.06091,0,98.71571,101,0.724,1152.184
06/03/2020 12.30,28.08584,70.31075,0,98.68279,358,0.955,1220.071
06/03/2020 13.00,28.89199,65.01409,0,98.64016,74,2.016,1587.459
06/03/2020 13.30,28.8206,63.53975,0,98.60154,144,1.515,990.1338
06/03/2020 14.00,29.17118,60.83929,0,98.5593,9,1.57,1225.582
06/03/2020 14.30,29.52104,60.03224,0,98.5154,247,1.3,1550.517
06/03/2020 15.00,29.41877,60.92122,0,98.47277,180,1.341,1301.386
06/03/2020 15.30,29.68734,60.3987,0,99.43282,42,0.494,998.7751
06/03/2020 16.00,29.54894,61.23861,0,98.40422,167,0.917,812.4648
06/03/2020 16.30,29.61082,61.91384,0,-62.50954,20,0.762,1051.303
06/03/2020 17.00,29.54158,61.4824,0,82.09418,282,1.171,668.3156
06/03/2020 17.30,29.20102,62.50959,0,98.34443,63,1.04,552.6738
06/03/2020 18.00,28.53144,65.97473,0,90.32074,30,0.935,240.2222
06/03/2020 18.30,27.85613,69.24073,0,98.37386,76,0.84,103.264
06/03/2020 19.00,27.10742,71.84132,0,98.42099,90,0.743,14.02902
06/03/2020 19.30,26.54058,73.39523,0,98.44225,40,0.832,-0.1113544
06/03/2020 20.00,25.91601,76.5505,0,98.46164,263,0.858,-0.1948791
06/03/2020 20.30,25.44378,78.73063,0,98.48182,53,0.714,-0.08352306
06/03/2020 21.00,25.29445,78.82399,0,98.50585,345,0.746,-0.3341034
06/03/2020 21.30,25.03262,80.66413,0,98.53293,80,0.606,-0.1670547
06/03/2020 22.00,24.481,84.73417,0,98.5485,164,0.326,-0.222743
06/03/2020 22.30,23.74012,89.22691,0,98.54958,172,0.271,-0.1392183
06/03/2020 23.00,23.43131,91.15224,0,93.3042,164,0.33,-0.1415476
06/03/2020 23.30,22.98347,93.73141,0,98.4991,133,0.383,-0.27846
07/03/2020 0.00,22.49601,96.28515,0,98.5325,142,0.322,-0.2784585
07/03/2020 0.30,22.27938,97.03925,0,98.53719,325,0.294,-0.1393731
07/03/2020 1.00,22.06581,98.82558,0,98.49867,238,0.238,-0.1113808
07/03/2020 1.30,21.95803,99.27853,0,98.45957,183,0.174,-0.2506266
07/03/2020 2.00,21.79061,99.65282,0,98.43169,219,0.224,-0.1392379
07/03/2020 2.30,21.71043,99.98248,0,98.41558,103,0.367,-0.1670862
07/03/2020 3.00,21.67805,99.8689,0,98.40261,276,0.191,-0.2227833
07/03/2020 3.30,21.5105,99.91003,0,98.38191,109,0.219,-0.2784802
07/03/2020 4.00,21.40352,99.9991,0,98.37416,277,0.18,-0.2784804
07/03/2020 4.30,21.3911,99.99998,0,98.36721,NAN,0.365,-0.1949348
07/03/2020 5.00,21.36603,100,0,98.3703,327,0.163,-0.1392386
07/03/2020 5.30,21.4794,100,0,98.37009,207,0.223,-0.3063208
07/03/2020 6.00,21.52187,100,0,98.36825,321,0.304,-0.08354149
07/03/2020 6.30,21.58225,100,0,98.3857,275,0.267,-0.0278469
07/03/2020 7.00,21.66447,100,0,98.41018,114,0.299,9.328741
07/03/2020 7.30,21.75416,100,0,98.42214,274,0.288,75.90983
07/03/2020 8.00,22.11933,99.99989,0,98.45342,82,0.477,208.0943
07/03/2020 8.30,22.67527,99.64233,0,98.4971,225,0.457,308.6229
07/03/2020 9.00,23.89121,95.56432,0,98.52182,165,0.677,652.8067
07/03/2020 9.30,25.04585,89.5374,0.202,98.54741,340,0.86,333.9779
07/03/2020 10.00,24.73853,92.43902,0.202,98.57699,196,0.602,396.9433
07/03/2020 10.30,25.38469,90.38419,0,98.58691,116,0.499,807.651
07/03/2020 11.00,26.55383,84.13905,0,98.56825,225,1.06,1103.018
07/03/2020 11.30,27.55731,78.86373,0,98.5363,249,1.507,1511.351
07/03/2020 12.00,28.23753,74.22317,0,98.50635,24,0.942,1673.597
07/03/2020 12.30,29.05042,71.33224,0,98.4775,35,0.933,1775.121
07/03/2020 13.00,29.3768,68.58213,0,98.43609,231,1.111,1530.286
07/03/2020 13.30,30.00657,64.72045,0,98.38439,29,1.072,1375.612
07/03/2020 14.00,29.9378,64.51609,0,98.34114,42,1.994,1291.907
07/03/2020 14.30,29.8851,64.88437,0,98.30441,61,1.465,1329.871
07/03/2020 15.00,30.27097,64.25198,0,100.1527,15,1.43,1460.533
07/03/2020 15.30,30.20051,64.75832,0,98.28752,284,1.643,1091.757
07/03/2020 16.00,30.05577,65.48606,0,98.22554,183,1.325,945.741
07/03/2020 16.30,29.44922,67.97057,0,98.2266,353,1.073,495.5792
07/03/2020 17.00,28.99839,69.91233,0,98.24468,154,1.063,572.0621
07/03/2020 17.30,28.9055,70.31028,0,98.25454,42,1.391,520.9345
07/03/2020 18.00,28.17124,72.14265,0,98.27789,275,1.594,216.1776
07/03/2020 18.30,27.47998,71.15549,0,98.2976,43,1.476,94.99898
07/03/2020 19.00,26.82684,73.97967,0,98.3153,86,1.014,11.49618
07/03/2020 19.30,26.23188,77.54085,0,98.33123,186,0.896,-0.2227036
07/03/2020 20.00,25.83004,80.59116,0,98.36087,53,0.966,-0.2505586
07/03/2020 20.30,25.5372,82.94527,0,98.3933,159,0.842,-0.1948836
07/03/2020 21.00,25.3463,84.36995,0,100.2755,52,0.609,-0.1951909
07/03/2020 21.30,25.06652,86.01213,0,98.47702,186,0.498,-0.2784396
07/03/2020 22.00,24.68936,88.73844,0,101.5406,262,0.53,-0.1392113
07/03/2020 22.30,24.22553,91.42993,0,98.86194,280,0.583,-0.2227421
07/03/2020 23.00,23.79752,93.65665,0,98.49006,260,0.426,-0.2505902
07/03/2020 23.30,23.59663,94.39848,0,92.422,186,0.258,-0.1670637
08/03/2020 0.00,23.28296,97.1257,0,98.48477,240,0.497,-0.1113768
08/03/2020 0.30,22.92703,98.60528,0,74.97555,170,0.686,-0.1686399
08/03/2020 1.00,22.70904,99.30446,0,98.0976,122,0.322,-0.1949708
08/03/2020 1.30,22.563,99.4596,0,98.45007,163,0.158,-0.1670739
08/03/2020 2.00,22.47851,99.41475,0,98.41998,245,0.24,-0.1949217
08/03/2020 2.30,22.27137,99.6551,0,98.99105,283,0.278,-0.2528752
08/03/2020 3.00,22.11288,99.99881,0,98.76037,37,0.117,-0.2799334
08/03/2020 3.30,22.00541,99.99998,0,98.35896,69,0.177,-0.0556922
08/03/2020 4.00,21.87737,99.99988,0,98.35387,113,0.108,-0.4177008
08/03/2020 4.30,21.78918,100,0,98.35582,252,0.14,-0.2506238
08/03/2020 5.00,21.72224,99.99967,0,98.35265,164,0.095,-0.08354183
08/03/2020 5.30,21.52096,99.99985,0,98.35656,NAN,0.182,-0.2227767
08/03/2020 6.00,21.5084,99.99989,0,98.37271,266,0.129,-0.1949313
08/03/2020 6.30,21.41742,99.99995,0,98.38582,229,0.272,-0.2506263
08/03/2020 7.00,21.22693,99.99984,0,98.40255,262,0.265,16.65287
08/03/2020 7.30,21.33978,99.99959,0,98.43581,263,0.108,99.80474
08/03/2020 8.00,21.71735,99.99989,0,98.48194,93,0.151,180.863
08/03/2020 8.30,22.30123,100,0,99.35782,181,0.298,389.2376
08/03/2020 9.00,23.62048,97.59065,0,98.74738,112,0.621,675.5922
08/03/2020 9.30,25.64553,85.24004,0,98.59447,194,1.35,695.1442
08/03/2020 10.00,26.43191,80.30778,0,98.62586,156,1.058,871.5243
08/03/2020 10.30,27.0611,75.20544,0,98.6337,83,1.104,1000.483
08/03/2020 11.00,27.6868,71.28313,0,98.62523,170,0.948,1039.601
08/03/2020 11.30,27.76722,70.7198,0,64.89664,36,1.018,1034.19
08/03/2020 12.00,28.53533,66.92504,0,98.2606,66,1.436,1448.014
08/03/2020 12.30,28.95188,64.78578,0,98.56069,19,1.469,1194.966
08/03/2020 13.00,28.94335,63.68871,0,98.521,60,1.779,1458.591
08/03/2020 13.30,29.72061,60.0196,0,98.47789,212,1.192,1569.542
08/03/2020 14.00,30.21798,56.54687,0,98.43569,36,2.73,1744.667
08/03/2020 14.30,30.76986,55.03323,0,10.14186,45,1.799,1642.815
08/03/2020 15.00,30.7007,56.66434,0,97.09902,200,1.363,1156.279
08/03/2020 15.30,30.51186,58.39469,0,98.31926,44,1.144,1364.019
08/03/2020 16.00,30.34442,58.21522,0,98.30439,268,1.532,941.2102
08/03/2020 16.30,29.92907,60.87826,0,98.2921,73,0.91,680.957
08/03/2020 17.00,29.86355,60.92472,0,98.28978,106,1.162,557.7609
08/03/2020 17.30,29.81807,62.09363,0,98.30126,88,0.871,400.6489
08/03/2020 18.00,28.8019,64.9938,0,98.31715,108,0.763,157.4426
08/03/2020 18.30,28.31105,67.54414,0,98.33828,170,0.543,70.08481
08/03/2020 19.00,27.57788,71.15148,0,98.36866,75,0.824,10.82785
08/03/2020 19.30,26.73829,75.56892,0,98.39593,55,1.186,-0.361884
08/03/2020 20.00,26.16274,78.3223,0,98.41655,45,1.166,-0.1948718
08/03/2020 20.30,25.74928,79.37068,0,98.44634,47,1.722,-0.3340807
08/03/2020 21.00,25.32328,81.20052,0,98.48118,76,1.085,-0.2505682
08/03/2020 21.30,24.92275,83.13379,0,98.61782,54,0.437,-0.2816838
08/03/2020 22.00,24.74862,84.3157,0,94.16211,39,0.755,0.05469327
08/03/2020 22.30,24.49718,85.74336,0,97.65138,64,0.601,-0.2508822
08/03/2020 23.00,24.00028,88.40623,0,98.58027,288,0.399,-0.05568736
08/03/2020 23.30,23.11613,94.19809,0,98.60499,80,0.242,-0.1392208
09/03/2020 0.00,23.01918,93.67614,0,98.60729,204,0.484,-0.1670694
09/03/2020 0.30,23.0357,93.43116,0,98.58519,357,0.367,-0.02784587
09/03/2020 1.00,22.76033,94.71826,0,98.56208,288,0.218,-0.1949209
09/03/2020 1.30,22.49796,96.21428,0,98.54378,120,0.178,-0.1392301
09/03/2020 2.00,22.14443,97.85629,0,98.52914,153,0.19,-0.139233
09/03/2020 2.30,21.98683,98.52202,0,98.50838,166,0.117,-0.05569314
09/03/2020 3.00,21.95848,98.68616,0,98.48818,146,0.113,-0.3620108
09/03/2020 3.30,21.80051,98.67461,0,98.47522,162,0.171,-0.2506263
09/03/2020 4.00,21.38072,99.83918,0,98.47335,114,0.404,-0.08354238
09/03/2020 4.30,21.24014,99.99982,0,98.47618,49,0.298,-0.1392371
09/03/2020 5.00,21.26288,99.99961,0,98.48619,108,0.297,-0.1392389
09/03/2020 5.30,21.25802,99.99998,0,98.50026,91,0.182,-0.1670861
09/03/2020 6.00,21.13947,99.99959,0,99.54268,73,0.25,-0.1113912
09/03/2020 6.30,21.18276,99.99992,0,98.52451,243,0.405,-6.85E-07
09/03/2020 7.00,20.94464,99.99984,0,98.91894,188,0.314,18.13406
09/03/2020 7.30,21.03562,100,0,98.64661,121,0.143,114.6715
09/03/2020 8.00,21.61463,99.99882,0,98.6017,191,0.288,306.7588
09/03/2020 8.30,22.80139,97.64119,0,98.63822,172,0.502,524.177
09/03/2020 9.00,24.83956,89.26818,0,98.67519,282,0.518,786.8997
09/03/2020 9.30,26.40845,80.54794,0,98.70052,78,0.901,1028.715
09/03/2020 10.00,26.77391,76.90481,0,98.72969,96,0.845,1248.984
09/03/2020 10.30,27.207,74.08207,0,98.74309,340,1.065,1114.831
09/03/2020 11.00,27.74292,71.64687,0,98.75019,43,1.4,1247.546
09/03/2020 11.30,28.4953,66.58758,0,98.73803,0,1.351,1799.682
09/03/2020 12.00,29.10148,65.3615,0,100.4793,96,1.48,1505.91
09/03/2020 12.30,29.08182,65.54842,0,102.7095,96,1.787,1746.463
09/03/2020 13.00,29.59476,63.71503,0,98.66762,223,0.995,1675.947
09/03/2020 13.30,30.22562,57.38679,0,98.61341,19,1.506,1746.527
09/03/2020 14.00,30.39107,56.11939,0,98.57231,259,1.151,1585.306
09/03/2020 14.30,30.24055,58.89994,0,98.53505,48,1.468,1473.051
09/03/2020 15.00,30.35819,58.42733,0,98.50579,64,1.245,1259.633
09/03/2020 15.30,29.89356,61.80727,0,98.46883,94,0.956,924.0627
09/03/2020 16.00,29.98553,59.51104,0,100.8271,280,1.774,792.8128
09/03/2020 16.30,29.29163,63.22525,0,367.6821,95,1.34,504.262
09/03/2020 17.00,29.10432,62.66168,0,207.7703,39,1.284,647.3652
09/03/2020 17.30,29.22883,60.61006,0,98.6382,211,1.504,450.6824
09/03/2020 18.00,28.77696,61.38877,0,98.44028,45,1.014,286.4262
09/03/2020 18.30,28.1195,65.34678,0,98.45879,246,1.218,107.4381
09/03/2020 19.00,27.33701,68.7892,0,98.48988,215,0.813,12.60924
09/03/2020 19.30,26.60941,72.18887,0,98.52046,256,0.964,-0.1391868
09/03/2020 20.00,26.07129,75.10296,0,98.55054,82,0.768,-0.1948759
09/03/2020 20.30,25.54267,78.14599,0,98.57608,14,0.461,-0.4454459
09/03/2020 21.00,25.03819,81.53671,0,98.60542,200,0.472,-0.3340957
09/03/2020 21.30,24.6592,83.933,0,98.62338,272,0.396,-0.05568384
09/03/2020 22.00,24.09476,87.4364,0,98.6437,350,0.262,-0.08352997
09/03/2020 22.30,23.90174,88.73096,0,98.669,278,0.227,-0.2227501
09/03/2020 23.00,23.39705,91.53759,0,98.68558,334,0.2,-0.3341317
09/03/2020 23.30,23.52006,90.7876,0,98.68306,134,0.307,-0.1392264
10/03/2020 0.00,23.29687,91.89628,0,98.67457,22,0.251,-0.05569007
10/03/2020 0.30,23.17485,92.30877,0,98.65994,99,0.253,-0.1949174
10/03/2020 1.00,22.63656,95.25759,0,98.63662,160,0.185,-0.3063055
10/03/2020 1.30,22.33319,96.98511,0,98.60011,264,0.307,-0.2227687
10/03/2020 2.00,22.2214,97.31424,0,98.57578,147,0.302,-0.111385
10/03/2020 2.30,21.95427,98.15545,0,98.55988,NAN,0.135,-0.139234
10/03/2020 3.00,21.93948,98.03353,0,98.53302,313,0.141,-0.2227764
10/03/2020 3.30,21.83099,98.18757,0,98.52025,157,0.239,-0.1949315
10/03/2020 4.00,21.87589,98.09216,0,98.51437,174,0.155,-0.2506267
10/03/2020 4.30,21.77478,98.23029,0,99.22979,194,0.166,-0.1398745
10/03/2020 5.00,21.64548,98.25091,0,98.52193,44,0.195,-0.250659
10/03/2020 5.30,21.16994,99.39266,0,98.52628,49,0.172,-0.1670864
10/03/2020 6.00,21.02384,99.80918,0,98.54271,273,0.178,-0.1392411
10/03/2020 6.30,20.98316,99.99989,0,98.56755,152,0.303,-0.139241
10/03/2020 7.00,20.92968,99.99979,0,98.57826,154,0.272,15.70656
10/03/2020 7.30,20.94363,99.99947,0,98.60557,130,0.265,77.80772
10/03/2020 8.00,21.42783,99.99969,0,98.63543,NAN,0.206,181.4815
10/03/2020 8.30,21.89327,99.99243,0,98.65834,244,0.407,275.5628
10/03/2020 9.00,23.03017,95.4218,0,98.67943,125,0.674,299.4888
10/03/2020 9.30,23.5036,93.54367,0,98.70872,194,0.772,196.0632
10/03/2020 10.00,24.17746,90.49072,0,98.73357,158,0.439,501.2486
10/03/2020 10.30,25.31432,83.60959,0,98.7505,232,0.753,828.8015
10/03/2020 11.00,26.1362,78.54404,0,98.75002,154,1.007,895.3337
10/03/2020 11.30,26.70478,74.92741,0,98.76734,307,1.035,1107.823
10/03/2020 12.00,27.32557,72.72512,0,98.71554,155,0.871,1168.621
10/03/2020 12.30,27.76659,69.73626,0,98.68144,14,1.115,1308.091
10/03/2020 13.00,28.26063,67.26861,0,98.63375,45,0.908,1443.783
10/03/2020 13.30,28.85411,61.67147,0,98.58907,169,1.006,1346.518
10/03/2020 14.00,29.02776,60.67334,0,98.54751,165,0.99,1295.681
10/03/2020 14.30,29.481,56.26399,0,98.50118,308,0.82,1543.817
10/03/2020 15.00,30.04117,52.89521,0,189.1989,149,0.92,1474.394
10/03/2020 15.30,30.39635,50.06549,0,100.3692,118,1.237,1401.785
10/03/2020 16.00,30.37257,50.18465,0,98.38833,176,1.029,1131.902
10/03/2020 16.30,30.22211,51.56109,0,98.36783,19,0.719,959.4291
10/03/2020 17.00,29.84006,53.32684,0,98.36177,53,1.019,787.8393
10/03/2020 17.30,29.64065,55.42524,0,98.35782,75,0.884,528.4342
10/03/2020 18.00,29.10711,57.5494,0,98.37124,32,0.657,240.2945
10/03/2020 18.30,28.32624,60.98039,0,98.38173,50,0.757,95.82783
10/03/2020 19.00,27.39733,64.95129,0,98.3975,40,1.032,12.38629
10/03/2020 19.30,26.58563,69.17137,0,98.42209,177,0.879,-0.2226976
10/03/2020 20.00,25.93913,71.93645,0,98.44532,129,0.739,-0.08351445
10/03/2020 20.30,25.50263,73.00497,0,98.46632,25,0.984,-0.2227203
10/03/2020 21.00,24.97125,75.69144,0,98.48694,57,0.847,-0.4733021
10/03/2020 21.30,24.47043,78.74104,0,98.51112,273,0.401,-0.1948947
10/03/2020 22.00,23.72603,83.43811,0,98.52963,254,0.331,-0.2227423
10/03/2020 22.30,22.75311,91.06889,0,98.54326,68,0.372,-0.3341297
10/03/2020 23.00,22.40202,92.05228,0,98.54858,34,0.155,-0.2506061
10/03/2020 23.30,22.1496,93.43431,0,98.55097,277,0.289,-0.05569236
11/03/2020 0.00,21.79874,94.99529,0,98.53706,274,0.194,-0.1949264
11/03/2020 0.30,21.64686,95.28563,0,98.52,262,0.173,-0.222778
11/03/2020 1.00,21.65808,94.97214,0,98.49879,275,0.195,0.05569512
11/03/2020 1.30,21.57594,95.41975,0,98.4794,90,0.201,-0.2227828
11/03/2020 2.00,21.40518,96.31428,0,98.45492,231,0.265,-0.3063254
11/03/2020 2.30,21.10636,98.78345,0,98.43107,235,0.315,-0.1670876
11/03/2020 3.00,20.92422,99.20573,0,98.41579,257,0.231,-0.1392423
11/03/2020 3.30,20.84734,99.43813,0,98.40495,94,0.25,-2.38E-07
11/03/2020 4.00,20.68501,99.42154,0,98.3953,51,0.242,-0.1113943
11/03/2020 4.30,20.61466,99.704,0,98.3899,79,0.383,-0.3341879
11/03/2020 5.00,20.45868,99.79208,0,98.38829,NAN,0.135,-0.222793
11/03/2020 5.30,20.29978,99.99998,0,98.38693,274,0.214,-0.1670972
11/03/2020 6.00,20.23282,99.99988,0,98.39173,184,0.163,-0.1670976
11/03/2020 6.30,20.00363,99.99998,0,98.40278,274,0.333,-0.08354936
11/03/2020 7.00,19.95785,100,0,98.42048,79,0.332,21.33313
11/03/2020 7.30,20.02084,99.99981,0,98.44161,258,0.341,129.2788
11/03/2020 8.00,20.73869,99.96777,0,98.47288,233,0.288,322.4536
11/03/2020 8.30,22.08045,96.65012,0,98.50036,215,0.492,560.5095
11/03/2020 9.00,24.2054,85.34391,0,98.52176,344,0.543,827.3317
